topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
0.028023640880749556,0.028021360017994615,0.028021838833623584,0.028021456136053793,0.028023843072537125,0.028023380249486335,0.028021594175919838,0.7477976808463629,0.02802040890266635,0.02802479688460598
0.5316888167989918,0.022952650472862126,0.28467639571843706,0.022953377665348117,0.02296529154461059,0.022951400050870884,0.022956559750179538,0.02295239328487406,0.022950410482633764,0.02295270423119227
0.027854594793089563,0.14977736754343315,0.02785782285792017,0.02786275643031635,0.6273477141466208,0.027869996495788425,0.02785592097471927,0.02785576901385151,0.0278555965402718,0.027862461203988977
0.0281955019592666,0.19216619976569382,0.02819847126526042,0.582261841848532,0.028196395527237867,0.028196337243357985,0.02819590877802538,0.02819537244983113,0.028196813566816126,0.028197157595978673
0.024795875254001336,0.1287493645610235,0.6728360272272575,0.024790782266218326,0.024819990882566565,0.024792104130784177,0.024797405079503298,0.024795448593979242,0.02479616778457509,0.024826834220090802
0.023957736215229255,0.023953187366189867,0.2693610741622256,0.539002493725046,0.023953507641236573,0.023954512791980655,0.02395389021058002,0.023954379862554696,0.02395390577906423,0.023955312245893045
0.024292024641000477,0.7813735749152678,0.02429205318154673,0.024292423074351352,0.024291946005496636,0.02429151039035892,0.024291573740949795,0.024291514888525382,0.02429197572795741,0.02429140343454562
0.02436244560825633,0.024364338785884298,0.02436762439637855,0.7807152380728178,0.02436601553621753,0.024364147188502185,0.024361944942417918,0.024371099174659343,0.024363310590516236,0.024363835704349756
0.02807056344655388,0.028072518755332412,0.0280717464763703,0.02807102598085133,0.02807647757022739,0.0280723220185485,0.028069706670233438,0.02807319569742461,0.7473339914681955,0.028088451916262646
0.20584377271599538,0.09723928155776598,0.3709649895254121,0.02287857446203007,0.1886936493252879,0.022873394655878013,0.022876759679426085,0.02287046525043769,0.022879836492282153,0.022879276335484738
0.5472773133771166,0.021144553963538697,0.021145744112692474,0.021143854890519485,0.02114399091277907,0.02114363164344691,0.021149932677617153,0.021142079594394184,0.14013897185689722,0.1645699269709982
0.7166977614740698,0.03147680918226323,0.03147829832784459,0.031476899992382464,0.031477621338781285,0.03147767166492666,0.03147909688368418,0.03147567070531182,0.03147780062858876,0.03148236980214717
0.02670400569543186,0.02669819896039015,0.02670195400944205,0.3238992125530497,0.46249419263071445,0.026699411718970247,0.026699114239447735,0.026698910609962385,0.026701256999396832,0.026703742583194575
0.7563603002183321,0.02707200353030239,0.02707348009450125,0.027072723358924914,0.027069905600522765,0.027069492181248846,0.027072499153145843,0.02706806527201986,0.02707167513080084,0.027069855460201096
0.02443184841421654,0.02443155602768157,0.024432588927948962,0.7801161203716792,0.024430919660347203,0.024431838614467943,0.024431848742854104,0.02443053729482755,0.024431405805740672,0.0244313361402363
0.02381526917330862,0.02381401679292332,0.02381526726859216,0.02381570274662541,0.02381802238543327,0.02381641798812771,0.02381518510774354,0.023817876323966067,0.15797788378021285,0.651494358433067
0.026572975105163623,0.02657145377387796,0.1859226573117344,0.6015031889358234,0.026574420468263818,0.02657449316100903,0.026568407175503014,0.02656752816164666,0.0265703047130031,0.026574571193974925
0.6527691403905126,0.13559355327240644,0.02645387772481124,0.026455727671059737,0.026453565362825237,0.026454892937456464,0.02645538171239765,0.02645382699028821,0.02645389145390627,0.026456142484336035
0.0268667141791547,0.02685467419826506,0.026862970862227272,0.026859129326045988,0.02685891650238085,0.02686116190761159,0.026859158372770864,0.7582659840217636,0.026853873282918612,0.02685741734686151
0.02534363046717178,0.02535164539725463,0.02534393256808799,0.7719019527577644,0.02534315901862889,0.025343144959470584,0.02534302275947669,0.02534308029035145,0.02534337984660733,0.02534305193518612
0.02216789099993031,0.022166540473930862,0.6068222447630602,0.022171215619379833,0.21581324727490578,0.022166233717130925,0.022168285903521632,0.022167996737821515,0.02216696316353518,0.0221893813467837
0.0235993994892989,0.023600352329799804,0.02360372839657291,0.7875817135024342,0.023600262932499574,0.023602912102327518,0.02360145892151354,0.023599530230015705,0.02360667665541357,0.023603965440124268
0.19212297966402855,0.02689318967198291,0.026891233960103806,0.5927668308741593,0.026887603210321485,0.02688811786598378,0.026887069377080516,0.026886863223836967,0.026888590505767664,0.026887521646735024
0.021657709533761456,0.0216571856087569,0.10997566625633623,0.02166468589920641,0.021659299559975285,0.021661676475423514,0.7167431555536423,0.021660890115644794,0.02165802779601425,0.021661703201238683
0.028232729459623143,0.028232384254178906,0.7459054868351842,0.028233424477308724,0.02823268534361423,0.028232824199356566,0.02823261447387952,0.028232566519444828,0.028231943028934683,0.028233341408475155
0.0268667141791547,0.02685467419826506,0.026862970862227272,0.026859129326045988,0.02685891650238085,0.02686116190761159,0.026859158372770864,0.7582659840217636,0.026853873282918612,0.02685741734686151
0.023311060973075993,0.02330347530768563,0.023421875005695293,0.023346176257403393,0.023304317626426874,0.02331515963698992,0.7899236698266426,0.02344466326943041,0.02330581098112316,0.023323791115526606
0.01722024162486974,0.017235458641655148,0.017215142864959395,0.017215589355420224,0.3127205879931875,0.01720961999986,0.017213253890080032,0.01721073772035405,0.5495488552240149,0.017210512685598884
0.027676579798105387,0.02767508135921949,0.02767682668116467,0.02767907136192968,0.027675193110690326,0.027675223008501035,0.027675641194141995,0.7509164169356389,0.027675482148671965,0.02767448440193658
0.015786673843890264,0.015781168508502155,0.01578700433789603,0.22565665557089773,0.015792812128028855,0.01577879271063278,0.015780381687317137,0.015782153382296552,0.015778762632930446,0.6480755951976079
0.02482612480395474,0.024822966318301214,0.024824843403028013,0.024828167704267386,0.02482770857621245,0.024825895536168492,0.024824022738026367,0.024824797813048447,0.7765663106890734,0.02482916241791958
0.027915496270445546,0.027925805789348092,0.027942408577174244,0.027923857147460394,0.027923062061015167,0.7486998344224394,0.02791412534905803,0.02790811451322473,0.027910725667242276,0.027936570202591996
0.7685004628704326,0.02572064995946007,0.025721913110555564,0.025720067793670545,0.025725111870566243,0.025722450877263388,0.025721545786287842,0.025720661224477807,0.025721728696664444,0.02572540781062152
0.027828110909521638,0.02782819180882454,0.02782891593516625,0.49186921642509357,0.027828741699942663,0.16589745385027616,0.02783513574458,0.02784026146348666,0.14741581249812774,0.02782815966498087
0.02711403918312158,0.02710589947524428,0.027110876478448398,0.40562682771786696,0.027110701142310293,0.027109300405026092,0.027107703157139406,0.1941174278744889,0.21048683615319674,0.027110388413157417
0.411959850154634,0.40215937623196596,0.023236122249986866,0.02324246051334839,0.023233908424504002,0.0232336589367437,0.02323516627069808,0.02323219785159741,0.023232434685749582,0.02323482468077225
0.02226254294549712,0.02226097972978385,0.022262366727565028,0.28901749529723525,0.5328945530964839,0.02226066830911234,0.022260085605534708,0.022259663853497907,0.02226082273020527,0.022260821705084723
0.02550222549777234,0.02550285270172894,0.02550348252805032,0.5987441275656922,0.1972330706269225,0.025502962460772233,0.025502229532117768,0.025501456988801786,0.025505660235267062,0.02550193186287483
0.022867233771171794,0.02286506254601665,0.0228796290164055,0.0228694038359455,0.022883953045179473,0.022873205999542026,0.022871280650922657,0.022869556805492006,0.02286688931646,0.7941537850128644
0.024418232653478145,0.024416907247114646,0.02441234718132615,0.024413487097775566,0.02441307182289407,0.024419179693077275,0.024413316686591274,0.02441033966691063,0.024410296059355522,0.7802728218914768
0.1907499158033418,0.028028664052855305,0.02803060769697029,0.14430792135031814,0.02802715437126747,0.028027227176709118,0.02802962360826166,0.02803076165520232,0.028029979834729424,0.4687381444503445
0.026514980641706272,0.33544455275193036,0.452419280624308,0.026519291200089664,0.026516776662178106,0.02651835755184713,0.02651843207199714,0.026517610324518888,0.026514911726351523,0.026515806445072922
0.03151397148290274,0.7163822315913482,0.031512897816865705,0.03151372699057993,0.03151186826903784,0.03151345062620736,0.03151155103795512,0.03151271349782828,0.031514548478055605,0.031513040209219294
0.7365212049469405,0.029272191195566885,0.02927248278250009,0.029272746019394585,0.029273575133573995,0.029275959320060115,0.029272541895330816,0.02927192830875076,0.0292947750587761,0.029272595339106065
0.02489780196784451,0.024899621552310226,0.02490222094987836,0.02489795068865063,0.024907325596845626,0.024899225563169283,0.7759145354150195,0.02489405064949778,0.024893833186567953,0.024893434430215928
0.02703933341534493,0.027038305170038822,0.0270388702876976,0.02703748055299989,0.027039844035148898,0.027037617929908723,0.02703847796517032,0.027037642858383438,0.027037999319971893,0.7566544284653356
0.024116733471041523,0.02410291074135793,0.02410576559511484,0.7830295848549697,0.024106696815170435,0.024107304069444523,0.024113083542520106,0.024101534387896306,0.024110380990511306,0.02410600553197326
0.024782210905153323,0.02478214664113952,0.024777980768778126,0.3954401953517794,0.02477581334656478,0.40633420581799956,0.024776832815857675,0.024776403065824862,0.02477860821864341,0.0247756030682594
0.5792006489527476,0.025969556012170287,0.025970574570016013,0.21304223826517413,0.02596964772103296,0.025969120797145025,0.025969973112366037,0.025968536633257818,0.02596947735934677,0.02597022657674336
0.026598905987037697,0.026593012766089816,0.6035710926153783,0.026598365701029213,0.02659930811695257,0.026598095699875507,0.0265966930300777,0.026592879218207167,0.02659766286228558,0.18365398400306637
0.021451744439306572,0.021450174442545093,0.5640522222232851,0.021447881567685977,0.021447179763141616,0.02144609531927059,0.021447256611579795,0.021445054119020535,0.021446477282414795,0.26436591423175004
0.025434786329721317,0.02543603424385488,0.025433905630079107,0.02543099916836521,0.02543016774108383,0.02543083811293078,0.025431071942529263,0.025429569958836613,0.7711115856252114,0.025431041247387504
0.21585347077022302,0.028223033186234186,0.02822630266607265,0.028223311842721054,0.028226430648491656,0.028226413843607027,0.028232053942639033,0.5583290135872526,0.028225891447440598,0.02823407806531809
0.031044726431091525,0.7205930751100048,0.031044593330503835,0.031046611276381603,0.03104453746233795,0.03104573326418172,0.031045655850415008,0.031043661450083082,0.03104742209827475,0.03104398372672576
0.034654142093228535,0.03464983658742982,0.034658413115585304,0.4579865585205752,0.03465580714411372,0.03465132003937548,0.03465456753139023,0.264777874948002,0.03465171429244667,0.034659765727853196
0.017099802018206402,0.01709604191567965,0.846100205473288,0.017097291689348745,0.017096749672671913,0.017096436615969688,0.01711276392679859,0.01709922871336676,0.017096463806302656,0.017105016168367574
0.021857062750043364,0.4928707079493105,0.021858018703482678,0.021859699593931622,0.021860114328789815,0.0218645163266096,0.021857633325282507,0.02185710443815948,0.021858643291445008,0.3322564992929454
0.031553854390448936,0.7160135118790408,0.031553939610077124,0.03155419932776427,0.03155389691395466,0.031554545850282945,0.0315532838535679,0.031554377946855804,0.03155368971088152,0.03155470051712592
0.025577076086404457,0.02556495878363937,0.02558433961484959,0.025577455136396015,0.02556830426693728,0.7698510681173837,0.02556864251903424,0.02556704205414296,0.025574419442183253,0.025566693979029075
0.2315176713579261,0.018768512501021743,0.018766332600136156,0.018763437468600076,0.4329627864438715,0.018763428526662414,0.2041498855257361,0.018762978423509824,0.01876628419742629,0.01877868295510968
0.028706515471318042,0.028710416101914136,0.39124659605728895,0.02870039120594585,0.028705188020366933,0.02869936175994269,0.3791112361903196,0.02869737640174984,0.02870062638351134,0.028722292407642448
0.02199684824695357,0.021993743002240964,0.02199681346426478,0.021995924103297284,0.584858304318855,0.23916354657493313,0.021994947049421877,0.021999871331111427,0.021996560960809777,0.0220034409481121
0.025409865533192636,0.025411587521124848,0.025419244611669847,0.7712902846637004,0.02541261824284208,0.025411287661119983,0.025413877908607708,0.02540986506698269,0.025409712378122996,0.02541165641263664
0.026829220253100878,0.026823624096019075,0.026823722665826253,0.026822561595748265,0.026826097470330008,0.026822898016085412,0.02682395040016006,0.02682241255632119,0.026825066180573766,0.758580446765835
0.5437247615484408,0.028133651252475533,0.028138325682088624,0.23117140207073672,0.028139976658917737,0.02813611271692896,0.02814389420894028,0.028133956313854715,0.028138560108370257,0.02813935943924637
0.804896374180219,0.021674589401123785,0.02167460448533391,0.021680950742363213,0.021678812920981557,0.02167393526505046,0.02167452276622644,0.021673708850755254,0.021674674867091456,0.021697826520854835
0.028155124710895606,0.02815052387579097,0.02815212917682379,0.02815097104173031,0.746622393398244,0.028153005205232538,0.028153912452531748,0.028152501899531078,0.028152816758286126,0.028156621480933803
0.024766584835678944,0.024769759340751027,0.02476777692805836,0.024775912884269717,0.7770567495241467,0.024772180251126118,0.024770968867502935,0.024770688562836957,0.024766212040165665,0.02478316676546349
0.641205543632802,0.02176321498569365,0.021764950965552626,0.18467510571746135,0.02176669201117613,0.021765243729822012,0.021765717277233095,0.021762791081326695,0.021764536380699515,0.021766204218232905
0.7175163041078128,0.03138668291515268,0.031387637838645475,0.0313870156550105,0.03138779153370624,0.031386712541926695,0.03138647874341383,0.03138581738670757,0.03138766309721973,0.03138789618040455
0.024347563164368428,0.7808708763600115,0.02434768213147507,0.02434916898249183,0.02434738451777457,0.02434754699013767,0.024347517606702587,0.024347295874575733,0.024347744864800513,0.024347219507662162
0.30716411545212596,0.024411839909854124,0.02439876205978723,0.024396657299377015,0.02439720065902,0.024394477826201872,0.1769627162740881,0.34508461247987976,0.0243855232769223,0.02440409476274342
0.020805519961272445,0.020799440856971538,0.5598671863611058,0.020801488604911437,0.27370693301273435,0.020800849092570538,0.020808006956624256,0.020802633184363446,0.020802111284545552,0.020805830684900592
0.024528304370102002,0.02453140933461742,0.3049751950816871,0.02453633111139319,0.2096407709368498,0.1360178525293674,0.024529275492705744,0.20218114685241706,0.024529511753232765,0.024530202537627496
0.02488951256248255,0.024888268087295023,0.024891000598571297,0.024888179018851448,0.7759834625333398,0.024899398416792236,0.024889784839605317,0.024892454499384205,0.024887164103653946,0.024890775340024096
0.01995302974509996,0.019966242843624298,0.019955908122734938,0.019951922802166653,0.01995140927638122,0.019950689399537435,0.5175314278283479,0.019948280993529546,0.01994882762289886,0.3228422613656791
0.031733227047975036,0.031730825265782615,0.031732369342365896,0.0317317094002418,0.03173293774417669,0.03173170783015403,0.03173200948264222,0.031731083722612234,0.031732516135596765,0.7144116140284527
0.023929969796390612,0.023927969318530886,0.7846042856448229,0.023935023529267473,0.023936084554690703,0.023926959381302643,0.023925969494735286,0.023929880486475992,0.023928708931017763,0.02395514886276585
0.02571880959793352,0.025712535692729573,0.025714377341530214,0.025712900407070565,0.025713441187418352,0.025714264130163554,0.7685476978569382,0.025713115433188445,0.02571447218509485,0.025738386167932843
0.03394429901555453,0.03395874556250163,0.03394306355919513,0.03394360054857831,0.03394560433529132,0.6944927399272741,0.03394210809471294,0.03394338987995312,0.03394221094907877,0.0339442381278603
0.02738053691404269,0.19535080690823847,0.02737916071663216,0.027377341914604527,0.02737182655800515,0.027376109902169227,0.408226430003282,0.02736899530239489,0.20478973415143212,0.02737905762919873
0.21224912967935355,0.024248196264061127,0.024250825597505764,0.024248513702496418,0.024252022457745607,0.024257135685161815,0.024251860266957772,0.024252410691325596,0.13209416975987234,0.48589573589552015
0.025666239329608417,0.02566307160022454,0.7689828570443573,0.025675893050564003,0.025674567747790283,0.02566463820769464,0.025663906302095217,0.0256632227059445,0.025667934704669076,0.025677669307051846
0.02717949246994661,0.0271747858417515,0.027177101409597927,0.02717506905536707,0.027179265284798994,0.02717605254417902,0.02717763604836862,0.027175988011936682,0.20852195245001645,0.5740626568840371
0.03138125435716696,0.03137933848196303,0.7175484277838825,0.031395525283718605,0.031395210431893916,0.031380799426271574,0.031382309210242265,0.03137862394618152,0.03137975916194994,0.03137875191672957
0.023612355922801868,0.13270700175788377,0.02361100176854621,0.6784049402629303,0.02361116863086306,0.023609050411479784,0.02361357166405403,0.02361058873832185,0.0236094262425846,0.023610894600534414
0.01924995774663328,0.019232800137870768,0.76831725945942,0.01923169555761844,0.01923720132206338,0.019233115356008745,0.019233409155523105,0.07779658475687254,0.01923225980188243,0.019235716706107266
0.2271099378019974,0.0224533118783457,0.022456585305396966,0.022463987641784214,0.35015430077906784,0.2655408124467904,0.02245602021962879,0.022451846779162617,0.022454174666723777,0.022459022481102403
0.027009370164352557,0.02699850469962612,0.027004112305375267,0.7569651262954104,0.02700201470379077,0.02699979025805876,0.027002979841040383,0.027000414810720356,0.027006814372210936,0.027010872549414634
0.0213287465460338,0.021332536894093732,0.8080502835183561,0.021326538185615373,0.021326535520786234,0.021327773197228214,0.021328323141133768,0.02132585574109582,0.021326183914386804,0.02132722334127016
0.027366646431603744,0.02734857626984311,0.027353390947099716,0.0273626041354965,0.027350515608673038,0.027351656602226514,0.027348990210406775,0.027346979007163402,0.7538184866937416,0.02735215409374563
0.01529410213178926,0.015289256589521317,0.015280314793212029,0.015276528075458096,0.015278821945863077,0.862426738220113,0.015282877436509244,0.015275402796838058,0.015313062331844656,0.015282895678851301
0.23990810938559015,0.023719387995159068,0.023716653386327162,0.5703553074964344,0.023715035749286295,0.023714119614472694,0.023723830036176292,0.023716358116473775,0.02371490589113264,0.023716292328947536
0.027342679255762423,0.0273430839862055,0.02734073639958319,0.027351998253302864,0.027340781375656063,0.7538623513765164,0.027341471218963614,0.027340341715758963,0.027339226166611982,0.02739733025163898
0.27293136097092136,0.016431971604879872,0.01643564033312641,0.18298277894075643,0.01643324005383511,0.016435862658229185,0.32358730201109287,0.016433143142939963,0.12189514405776297,0.01643355622645577
0.028013227408533185,0.028011041923707226,0.02801576695309059,0.028010414153574803,0.747875745351338,0.028011165356319926,0.02801567026657268,0.028011904268817958,0.0280132458986677,0.02802181841937781
0.033961730482222806,0.28228599540201466,0.033961154027066884,0.44600106775460824,0.03396922737653467,0.0339624707709692,0.033961347322903616,0.03396249397723789,0.03396986106406113,0.033964651822380995
0.03142415377392801,0.03142021114833076,0.03142145269139001,0.03142114723265305,0.031420046210934555,0.03141996066844432,0.031419399224986856,0.03141880922478486,0.031418660147477455,0.7172161596770701
0.33077861907660316,0.1391934044195545,0.01821653177980958,0.01821233820187879,0.16177072388740268,0.018206159556006647,0.25900042505182536,0.018206580734378544,0.018209252952690397,0.01820596433985025
0.017546456053234977,0.017545153716090067,0.01754585819407617,0.017545155753436095,0.6383389217473955,0.08172762041999536,0.017545649408342374,0.01754511295568354,0.017545583207328234,0.1571144885444178
0.548735088017381,0.029880255811527173,0.029881781194288103,0.02988060161514153,0.02988138676489641,0.029881318067638638,0.029881684522278844,0.02988062431583919,0.21221542371376664,0.029881835977242473
0.02699606797478906,0.42147787697967126,0.02699504239536121,0.3625497235211072,0.026994954096805225,0.026995737705137097,0.02699513470847216,0.027006489574099436,0.02699476112800268,0.0269942119165547
0.02413240181102236,0.024129654269614553,0.024132475580769374,0.024131998429823276,0.02413192119451996,0.024131528432269088,0.7828047535428169,0.02413023318500452,0.02413186902837817,0.02414316452578198
0.024392603819522487,0.02438869410096478,0.26533241508860655,0.25814643649779107,0.024393044978919486,0.024390570229077126,0.024395635029885707,0.024398822288455517,0.024391081300490187,0.305770696666287
0.2449521047893622,0.01705332287721133,0.017056087063276944,0.017053603870531207,0.017057231373360703,0.5619946907435266,0.017056537400680864,0.01705441196037636,0.017055382596027173,0.07366662732564656
0.023701591049451826,0.023696039651587158,0.02370449688648551,0.02369847338791949,0.023699696541344167,0.5899535976103982,0.22044584487367724,0.023697520471535918,0.02369772565990211,0.023705013867698216
0.02438963853066665,0.780492726301059,0.02438978529973872,0.024391469428684417,0.024389583991049055,0.024389377085540148,0.02438946525290713,0.02438927753528079,0.024389399398727665,0.02438927717634643
0.017231606732409487,0.01723781451029067,0.23629776087642243,0.017245927926392065,0.017235423609895453,0.18815708282711827,0.3673638634532365,0.017228292700249496,0.10477271953396579,0.0172295078300198
0.02382887286306354,0.023854787565207324,0.023833065268766898,0.023830345970422967,0.02382877929719999,0.023838510885673164,0.023828779757143054,0.023831018686259777,0.02382849616090805,0.7854973435453552
0.028703388696960732,0.02869905795895988,0.028721854268039547,0.028705608792177744,0.028704062234331664,0.02870032153157149,0.028701253959439628,0.028701494232235215,0.028698968005545698,0.7416639903207384
0.6914501291654436,0.03428260136054071,0.03428332330762148,0.03428279187442624,0.034285090241203284,0.034283045335692076,0.03428317657768618,0.03428231353208512,0.03428405284904822,0.0342834757562532
0.02364223753937543,0.023639216916801587,0.2969204175135499,0.023634705945499702,0.41835063576958753,0.02363006427871957,0.023627711543424783,0.02363216576447178,0.11928615071313954,0.02363669401543002
0.025455707342230755,0.02545166834781126,0.7709195490652201,0.025451104553805854,0.025451311112525788,0.02545743832136341,0.02545239308412022,0.025452915266503534,0.025453197231377046,0.025454715675042084
0.598589109592839,0.02059707666329527,0.23684954387070511,0.020562811974088466,0.020572474734565107,0.020567004958388257,0.02057013530337555,0.020563600487440277,0.020563141079527655,0.02056510133577507
0.024027298266992153,0.024025971183462714,0.024027478091307997,0.024025462661996195,0.30007805860414416,0.02402764574969084,0.024027968210281594,0.024027857922987658,0.024027045767131983,0.5077052135420048
0.027712347178702242,0.7505507053866142,0.02772032721889931,0.027720916672511493,0.027712610805867406,0.027713296890960373,0.02771282616080155,0.02772512123234174,0.027716176715024514,0.027715671738277256
0.5447630143414454,0.016224588931549544,0.016203596004244588,0.0670730131858112,0.016202657010050987,0.01620337772886749,0.016204459491288417,0.0162059466643106,0.2747143474504938,0.016204999191937942
0.025778971791700786,0.025774327519504116,0.025791403341702122,0.025777245049193116,0.7679852962301277,0.02577986560073641,0.025779329672823606,0.025777035062172337,0.02577594650938214,0.025780579222657522
0.6395888236411809,0.02403726376441137,0.02403638746597629,0.024035938628583615,0.024071918684103896,0.1680861294388659,0.024035729524722327,0.024033696161918184,0.024036997017890784,0.024037115672346808
0.01804121296471626,0.018038106384766273,0.47027489009161794,0.018041584810339215,0.20688120750657388,0.08995326455278067,0.01803808813516955,0.12464329890054832,0.018043239210531234,0.018045107442956534
0.022001861467669876,0.022002639513042148,0.022002576438542195,0.022002881676779298,0.801981088165791,0.022001264076487868,0.02200398934403444,0.02199931448619973,0.022000866774115457,0.022003518057338155
0.3211221124447696,0.2756885097260679,0.02573172380021012,0.22315134227211764,0.025711722541014108,0.025717781344049596,0.025712155010739812,0.02572128862051276,0.025712393182624117,0.02573097105789431
0.02106128850260573,0.17935947066606175,0.021070654071813303,0.5061927425945719,0.021057510459658604,0.021057917610964438,0.021068850031779725,0.021059235163948347,0.16701418316305236,0.021058147735543972
0.021634481986285294,0.021647427432677627,0.021650527982971554,0.021636848390560733,0.8052134269070679,0.021635091851371215,0.021633031992471383,0.02163087270719075,0.02165417188224132,0.021664118867162123
0.023221117646605033,0.02321054745440044,0.023215324339484537,0.023212383995235383,0.023217231620629632,0.7910428384855592,0.023218909645121362,0.02321288156521648,0.02322184620507586,0.023226919042671972
0.023643016470004642,0.023640420470801764,0.023645605181561304,0.023650938490347273,0.02363493720654415,0.7872411075726004,0.02363722911568556,0.023634359891778936,0.023634923840174595,0.02363746176050122
0.02690119412144712,0.026900522227009043,0.02690202289149311,0.0269018403224198,0.757887128883925,0.026901113525078298,0.026901551295663607,0.026901339126511967,0.02690092267024757,0.026902364936204477
0.02822720924692549,0.028228918963908563,0.745929233920006,0.02825567437807523,0.02822772374997886,0.028225831036845016,0.028227858846121036,0.028225510503277082,0.02822644485256734,0.028225594502295462
0.018838746344509823,0.5024293990931852,0.018837149305309036,0.018834655268438017,0.01884589122725745,0.01883485522819526,0.018835975554691062,0.018836876109325537,0.018833531052321963,0.3468729208167665
0.7974775152764293,0.022499809660206357,0.022501680516304863,0.022503129737324292,0.022506936388769987,0.022503248462622638,0.02249986203091914,0.022501560562466317,0.02250189096110344,0.022504366403853678
0.023826151648968966,0.02382572888104875,0.02383126133321024,0.02385594243467719,0.02384545369696544,0.023824703223439016,0.023833163847970275,0.7855010926027992,0.023826824224965442,0.023829678105955345
0.023753795039092012,0.023745921687225818,0.023757215194341895,0.02375030311865151,0.02375239577746581,0.2669253560997235,0.02374967458322997,0.02375562866576508,0.5430490653363841,0.023760644498120244
0.02808560091144059,0.02808594204507996,0.7472159027725913,0.028086469077786367,0.02808547882374944,0.0280861784549092,0.02809043260462621,0.02808575071439093,0.028092962015695364,0.028085282579730607
0.025646552309228562,0.7690802169701085,0.02568524162782063,0.025674457230768815,0.025654831451193093,0.025648668982457577,0.02565684543334683,0.02564798384926749,0.02565527194774058,0.025649930198067893
0.025813656409657652,0.025759034120955385,0.025762565725370796,0.768090578252182,0.025760825543815386,0.02575456911014565,0.025758410566470772,0.025764393747188842,0.02576180942207524,0.025774157102138293
0.24606495133985137,0.0219073204327928,0.5786314823052509,0.021911792843456616,0.021936457336823045,0.02190849908108077,0.021908642816611066,0.021906368248035324,0.021915574730998446,0.02190891086509973
0.025837992779790892,0.767469087911205,0.025834714606931725,0.025839880259823884,0.025833295973728975,0.02585221753617115,0.025833571799326577,0.025832100239103133,0.025833913615893274,0.025833225278025475
0.024440685478690903,0.7800333884269005,0.024440889980534782,0.024441076080182086,0.024440632800331454,0.024440611183175236,0.024440735048936908,0.02444076384813108,0.024440730120230597,0.02444048703288643
0.47716208870101745,0.021715385755577712,0.02171662275496151,0.021716377622242544,0.34907817006799013,0.021726374777664984,0.021719427688396284,0.021715928966698557,0.021729084721916567,0.0217205389435343
0.02421142518867888,0.024193163374721646,0.024196569986716036,0.024195880923779348,0.024195960702753497,0.7822214138193264,0.024197096913466578,0.024193472404954786,0.024197680013391787,0.024197336672210978
0.5361462723626688,0.030039495964057427,0.030043895031900397,0.030056537709839196,0.030047658581046428,0.030040082737316315,0.030041490693953267,0.030038414541868202,0.22350261872349034,0.030043533653859637
0.02959446492288417,0.029590636880976285,0.029601221667552916,0.029597670714804094,0.7336303318726793,0.029592818004360845,0.029594818735310228,0.029595651831079383,0.029599141286318013,0.02960324408403475
0.018908030397441832,0.22933255904104158,0.3767541244664351,0.01891442482788708,0.018908526491072677,0.2615493272664685,0.01891066831997054,0.018905509764012562,0.018907007959797262,0.01890982146587307
